,Unnamed: 0,Unnamed: 0.1,id,price,rating,review_cou,is_closed,zip_code,epsg25832_,epsg2583_1,epsg4326_l,epsg4326_1,Bezirk_Nam,Stadtteil,success
13,13,13,G5DtYjTrKtMavUCTVOtIYA,€€,4.5,2,False,21037.0,580322.04228,5918371.06288,53.40829,10.20832,Bergedorf,Kirchwerder,0.2899706783491752
14,14,14,ogs3ehIibnN3RCZJNNJzAQ,€€,4.0,4,False,21037.0,580307.14943,5918347.44312,53.40808000000001,10.208089999999999,Bergedorf,Kirchwerder,-0.30198978405506804
15,15,15,MC0hhfCNSBo7BrJjDR8BNw,€€,4.5,17,False,21077.0,562152.4933399999,5921092.29992,53.4352,9.93557,Harburg,Marmstorf,0.6355578904519225
16,16,16,FYX0aKiLRAtvA66MndlPVw,€€,3.5,14,False,21077.0,565312.9752600001,5920770.96677,53.43193,9.98307,Harburg,Langenbek,-0.7096370666711794
17,17,17,OHXNXNW-Io_s9atVpWwyRg,,3.0,14,False,21077.0,565217.94716,5919694.38233,53.42227,9.98142,Harburg,Sinstorf,-1.3476758240224556
18,18,18,HHo7REfDa2YRSQSHH_TqiQ,€€€€,3.0,12,False,21077.0,565235.3592899999,5919602.705030003,53.421440000000004,9.98166,Harburg,Sinstorf,-1.3937541189694886
19,19,19,LKzo9giIoKGVtMsuAvuIAg,,4.5,3,False,21039.0,581883.87345,5922182.24966,53.4423,10.2328,Bergedorf,Neuengamme,0.31300982582269166
20,20,20,p6NLrDG7PeH60IUcmTwPAA,€€,5.0,1,False,21039.0,581123.33703,5922870.19936,53.4486,10.22153,Bergedorf,Curslack,0.9049702882269348
21,21,21,HVhu33lr5QK50I8F2s9Wlw,,4.5,2,False,21037.0,573166.89887,5921794.7964900015,53.4401,10.1015,Bergedorf,Ochsenwerder,0.2899706783491752
22,22,22,ZvCXfKNbGRtyPno_XwkGgg,€€,4.0,12,False,21079.0,566715.3098800001,5921365.75127,53.4371,10.0043,Harburg,Rönneburg,-0.11767660426693619
23,23,23,ctYfzIX3CgxF0SyGmLSsDw,,5.0,2,False,21079.0,565992.29447,5921805.14383,53.441140000000004,9.99351,Harburg,Wilstorf,0.9280094357004514
24,24,24,a7H6qeYZwANboH-6prvHng,€€,4.5,64,False,21073.0,565227.63705,5923107.49894,53.45294000000001,9.98227,Harburg,Harburg,1.7183978217071973
25,25,25,TNSx-9txYa456CBRaICskw,€,4.0,16,False,21079.0,566114.6603,5922081.67909,53.44361,9.995410000000001,Harburg,Wilstorf,-0.025520014372870242
26,26,26,hb3VLlzB9mVg-KSlkf7htQ,€€€,4.0,55,False,21077.0,565151.25902,5922866.11173,53.45078,9.981069999999999,Harburg,Wilstorf,0.8730067370942726
27,27,27,y4Qj23Rm3I3S6_Mumc_sgg,€€,3.0,2,False,21077.0,565331.14236,5922681.66187,53.4491,9.98374,Harburg,Wilstorf,-1.6241455937046534
28,28,28,fn9G7u7Ok4u5aLwtY3Ok4Q,€,4.5,5,False,21079.0,566347.10044,5922133.8864,53.44405,9.99892,Harburg,Wilstorf,0.35908812076972463
29,29,29,XpcjjoBY2o47QXsa_KatYA,€€,3.5,10,False,21077.0,565174.48197,5922570.02835,53.448119999999996,9.98136,Harburg,Wilstorf,-0.8017936565652454
30,30,30,afQhj6UkcZ3z49pd-tdKzg,€€,3.5,14,False,21073.0,565556.90649,5922782.68506,53.449980000000004,9.987160000000001,Harburg,Wilstorf,-0.7096370666711794
31,31,31,94Zk6MIaVfxFKUcaFvy-NQ,€€,4.0,9,False,21079.0,565653.13676,5922836.32459,53.45045,9.98862,Harburg,Wilstorf,-0.18679404668748564
32,32,32,wblfKYOU-lF0ijpsXQNFQA,,2.5,2,False,21079.0,565645.78573,5922839.5607,53.450480000000006,9.98851,Harburg,Wilstorf,-2.2621843510559296
33,33,33,tSgLnQpFHxEmy4v_b7MOlA,€€,3.0,1,False,21079.0,565853.2209600001,5922455.23188,53.447,9.99155,Harburg,Wilstorf,-1.64718474117817
34,34,34,_LxqJQqvVtbccu8u0A-28w,,3.0,1,False,21077.0,565362.05878,5921648.2443699995,53.439809999999994,9.983989999999999,Harburg,Wilstorf,-1.64718474117817
35,35,35,0Sr4gLsxW7lthpSHSvQiLA,,3.0,2,False,21149.0,557655.43551,5922754.4611,53.45065,9.86819,Harburg,Hausbruch,-1.6241455937046534
36,36,36,Cf-sLIwvllFcN6QwXUH3MA,€€€,4.0,13,False,21075.0,561397.26545,5923074.0905599985,53.4531,9.92459,Harburg,Eißendorf,-0.0946374567934197
37,37,37,GXPKNQKMxeSXcIkc1uGpBg,€€,4.0,16,False,21077.0,562243.70151,5922705.36896,53.449690000000004,9.93726,Harburg,Eißendorf,-0.025520014372870242
38,38,38,C38fRvXCYl8dUQEl3nAqnQ,€,4.5,40,False,21079.0,563590.701,5922335.6371300025,53.4462,9.957469999999999,Harburg,Eißendorf,1.1654582823428017
39,39,39,T6ysCn_BgVcAVlIEcQhs4A,€€,4.5,21,False,21073.0,563411.06691,5922967.10934,53.4519,9.954889999999999,Harburg,Eißendorf,0.7277144803459884
40,40,40,nMGEgMT3fOc2xt6APKt7Yg,€€,4.5,13,False,21077.0,563284.44113,5922651.6464800015,53.44908,9.952919999999999,Harburg,Eißendorf,0.5434013005578565
41,41,41,yonxXSPPDv5w0KwdARHKoA,€€,3.5,3,False,21077.0,562699.84268,5921634.90712,53.44001,9.94392,Harburg,Marmstorf,-0.9630676888798608
42,42,42,n-CJZHJlOatDhZAvinMJeA,€€,4.0,5,False,21077.0,563554.1608,5922301.43322,53.4459,9.95691,Harburg,Eißendorf,-0.2789506365815516
43,43,43,-DqKJtRy-0yc1NmCCWSXtQ,,5.0,1,False,21077.0,562291.0858,5922729.715,53.4499,9.93798,Harburg,Eißendorf,0.9049702882269348
44,44,44,1y2XtqilhsXVnr9C7RLYLw,,3.0,2,False,,564834.64425,5923329.05735,53.454980000000006,9.9764,Harburg,Eißendorf,-1.6241455937046534
45,45,45,yY91P0JuKq9Q6rISo-gbHQ,€€,4.5,6,False,21039.0,579768.88641,5924683.2268699985,53.4651,10.2016,Bergedorf,Curslack,0.3821272682432411
46,46,46,EgKKnh3rXM6vvU8ChA_Cag,€€,4.5,5,False,21079.0,567317.98714,5923821.80654,53.4591,10.0139,Harburg,Neuland,0.35908812076972463
47,47,47,r86H2RdbCSvuBXG4NPe-9Q,€,4.5,3,False,21079.0,567122.44922,5923625.78052,53.457359999999994,10.01091,Harburg,Neuland,0.31300982582269166
48,48,48,Knjq3e0foO65SAwwNtr4mg,€€,3.5,4,False,21079.0,566533.05984,5923933.46105,53.4602,10.0021,Harburg,Neuland,-0.9400285414063443
49,49,49,oSfMMhQCa84nYUsFIW9txg,€€,5.0,1,False,21109.0,570629.52672,5924030.12714,53.46054,10.06381,Hamburg-Mitte,Wilhelmsburg,0.9049702882269348
50,50,50,SW6EzuoNeoPTfpWySBiXXQ,€€,4.5,20,False,21073.0,565161.81224,5924272.7789400015,53.46341999999999,9.98152,Harburg,Harburg,0.704675332872472
51,51,51,ayF0e3tcGWWuwFJmjn8gvQ,,4.0,1,False,21073.0,564978.33528,5924069.15055,53.46161,9.97872,Harburg,Harburg,-0.37110722647561756
52,52,52,DkicI_gGtegHuEU5wnUH7Q,€€,4.0,45,False,21079.0,565217.75587,5924335.03909,53.463969999999996,9.982380000000001,Harburg,Harburg,0.6426152623591078
53,53,53,EMH0Ina8IUcx1tKR9AnNZA,,5.0,1,False,21073.0,565103.1723600001,5924287.63536,53.46356,9.98064,Harburg,Harburg,0.9049702882269348
54,54,54,J4PDMBd_zrm2T-ygf5dq2A,€€,4.0,31,False,21073.0,565138.58247,5924270.12263,53.4634,9.98117,Harburg,Harburg,0.320067197729877
55,55,55,8khiPp6JzIhyCRPxoowd7g,€€,4.0,54,False,21073.0,565107.37809,5924125.04655,53.4621,9.98067,Harburg,Harburg,0.8499675896207561
56,56,56,m9nHi2Gyoyi6kxQDz_Ijsw,€€€,4.0,76,False,21079.0,565478.52217,5924463.96646,53.4651,9.98633,Harburg,Harburg,1.356828834038119
57,57,57,C4cZIRpsrkZwUv7YTmaSoQ,€,5.0,17,False,21073.0,565457.84969,5923557.96798,53.456959999999995,9.98583,Harburg,Harburg,1.2735966478031986
58,58,58,gZo-xc8Xc66o9s8exNh3fw,,4.0,1,False,21073.0,565218.25298,5924029.77065,53.46123000000001,9.98232,Harburg,Harburg,-0.37110722647561756
59,59,59,PpNo9KfhymX_LMVGFPyfFQ,€,4.5,11,False,21073.0,565426.7117600001,5923503.0725099975,53.456469999999996,9.98535,Harburg,Harburg,0.49732300561082354
60,60,60,0uPXrKkisF8npCRH6GwN9Q,€,4.5,10,False,21073.0,564780.95117,5923907.02556,53.46018,9.975710000000001,Harburg,Harburg,0.47428385813730706
61,61,61,7qe6iEYAad9IO1AnoXMP_Q,€€€,4.5,48,False,21079.0,565504.4944399999,5924602.29691,53.46634,9.98675,Harburg,Harburg,1.3497714621309336
62,62,62,1-bduZSZdqAGhv85_-H5QA,€€,4.5,2,False,21073.0,564976.1457100001,5924057.56277,53.46151,9.97868,Harburg,Harburg,0.2899706783491752
63,63,63,15RG_V8ydT4v-Dq62f71-Q,€€,4.0,47,False,21073.0,565275.99277,5923983.83438,53.460809999999995,9.98318,Harburg,Harburg,0.6886935573061408
64,64,64,Tm4RNPABpZEI7s6RNXVy0g,,5.0,1,False,21073.0,565486.69672,5923588.27406,53.45723,9.98627,Harburg,Harburg,0.9049702882269348
